cluster_id,k,cv_mse_mean,cv_rmse_mean,cv_r2_mean,cv_mae_mean,cv_rmspe_mean,cv_rmspe_std,cv_mape_mean,cv_qlike_mean
0,3,6.744421977949812e-08,0.0002591307383657154,0.9663315203323396,0.00017465976938971768,0.09164695059041614,0.0045815759828219255,0.07241505873847218,0.004162896870324494
0,5,6.113303197850138e-08,0.00024679255157446917,0.9693759758822982,0.0001650237185717559,0.0866240513585719,0.004198238692501786,0.06819690687257873,0.0037301612794405138
0,10,5.6183326316246824e-08,0.00023658001972478234,0.9718540048103577,0.00015835309747833405,0.08350786556588555,0.0034858164531263234,0.0655527594648673,0.0034744392275452137
0,20,5.3490854830312e-08,0.00023083151940750008,0.9731380674300043,0.00015318540290866104,0.08186510828822793,0.0035156278814555708,0.06377249828358142,0.0033519633733643077
0,40,5.434609074863937e-08,0.00023260011855554224,0.9727492993169591,0.0001531575374031053,0.08214663958595296,0.003517162857616149,0.06370932521286281,0.0033775902135416156
0,80,5.607489920705482e-08,0.00023627100556894892,0.9719010430561627,0.00015427923088536658,0.08287626673058658,0.0037924150227795763,0.06396436641436458,0.0034325752260930716
1,3,1.5651969470975932e-08,0.00012483281637711073,0.9819492438593717,8.03808686316926e-05,0.07024772606899772,0.002597902951525172,0.054833607583030866,0.0025195227172559406
1,5,1.4753310060226826e-08,0.00012105626979867536,0.9830538335777751,7.644050162705795e-05,0.06685000491676954,0.0024341834492331398,0.05198593026040388,0.0023033906063655457
1,10,1.4898073795680649e-08,0.00012167253151607314,0.9828466312946551,7.56831523612781e-05,0.06563424816618953,0.0018795036661911528,0.05068484066998226,0.002224663731474243
1,20,1.5865787678549772e-08,0.0001251874144451224,0.9817816290664367,7.604447080652347e-05,0.06531424412696683,0.0019293125205255967,0.050360057530345136,0.0022106906005665925
1,40,1.7208904137003345e-08,0.00013063868989017687,0.9800525472830699,7.763704014496975e-05,0.06618887391825032,0.0020471788154639466,0.050633978628804775,0.0022758232921820014
1,80,1.9267075625697177e-08,0.00013821000037170564,0.9776961922772719,8.037178910983616e-05,0.06801129752810194,0.0024791979007141073,0.05187084119538743,0.0024087632048434364
2,3,6.732200627520481e-08,0.0002592232662456407,0.91489334185327,0.00017955197330606125,0.19890844430963944,0.00730295457460122,0.14981245219074107,0.018712244825671333
2,5,5.989011896950836e-08,0.00024439882388361254,0.9245997332524304,0.00017080817266956367,0.18797437117161495,0.0060483489991489826,0.14321966262217653,0.01698575411271254
2,10,5.5256987811651894e-08,0.00023473488785681103,0.9304832005340369,0.0001627348799213952,0.1795172837448015,0.007119924249449522,0.13632131567489345,0.015549806850486032
2,20,5.3890726183519146e-08,0.0002318347553590585,0.9321195681851986,0.00015949571603919268,0.1771236834967781,0.007384742524086566,0.13388100195511782,0.014923430875048962
2,40,5.3111547867992503e-08,0.00023020176150010432,0.9330126520871987,0.0001584423799651243,0.17548743098530015,0.006083324474035007,0.13265133102220136,0.014609607541169656
2,80,5.330874099687436e-08,0.0002306414707513111,0.932741441586089,0.00015861692951376914,0.17559237963457547,0.00558792980479474,0.13285117681664144,0.014570716639446656
